East Germany, Live births by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age    Cohort           Total             B1             B2             B3             B4            B5p
1989    26      1962         7750.00        1988.09        4447.75        1030.80         212.77          70.59
1989    27      1962         6799.00        1470.50        3929.56        1071.44         238.97          88.54
1989    27      1961         6484.00        1303.59        3710.10        1113.41         256.29         100.61
1989    28      1961         5533.00         980.65        3028.65        1127.04         273.50         123.17
1989    28      1960         4943.00         827.47        2637.52        1079.78         270.44         127.79
1989    29      1960         4293.00         650.54        2164.03        1050.97         285.46         142.00
1989    29      1959         3926.00         565.49        1927.04        1011.97         279.52         141.98
1989    30      1959         3516.00         456.96        1649.39        1000.49         270.06         139.11
1989    30      1958         3001.00         375.13        1368.84         884.33         243.86         128.83
1989    31      1958         2571.00         302.15        1098.90         788.11         241.82         140.03
1989    31      1957         2455.00         281.72        1016.46         768.20         242.40         146.22
1989    32      1957         2086.00         232.80         814.64         681.41         215.98         141.17
1989    32      1956         1897.00         207.23         715.53         628.54         206.95         138.76
1989    33      1956         1646.00         169.33         567.48         552.33         211.94         144.92
1989    33      1955         1553.00         156.63         523.37         523.70         205.13         144.17
1989    34      1955         1364.00         134.78         460.67         464.78         172.50         131.28
1989    34      1954         1287.00         126.20         422.08         444.34         164.54         129.84
1989    35      1954         1086.00         106.13         319.34         388.17         147.20         125.17
1989    35      1953         1002.00          94.83         282.50         361.88         139.86         122.93
1989    36      1953          797.00          66.55         210.59         292.54         117.24         110.07
1989    36      1952          745.00          61.42         187.05         270.35         115.99         110.19
1989    37      1952          590.00          51.09         128.42         199.30         108.38         102.81
1989    37      1951          563.00          47.88         117.40         188.65         107.78         101.30
1989    38      1951          416.00          31.92          82.25         144.11          84.35          73.37
1989    38      1950          397.00          31.12          79.83         136.85          76.40          72.80
1989    39      1950          274.00          24.50          62.10          90.72          39.34          57.34
1989    39      1949          230.00          21.56          49.77          73.12          33.69          51.86
1989    40      1949          159.00          15.66          25.91          43.87          31.26          42.30
1989    40      1948          113.00          11.33          18.11          30.18          21.76          31.61
1989    41      1948           88.00           9.70          16.04          23.83          12.86          25.57
1989    41      1947           75.00           6.27          13.96          19.15          11.15          24.47
1989    42      1947           45.00           1.06           7.50           8.58           7.89          19.97
1989    42      1946           46.00           0.90           7.46           8.34           8.12          21.17
1989    43      1946           25.00           0.47           4.16           4.88           4.30          11.20
1989    43      1945           19.00           0.52           1.93           4.10           3.67           8.78
1989    44      1945           12.00           1.32           0.00           2.79           2.85           5.04
1989    44      1944            5.00           0.62           0.00           1.19           1.17           2.02
1989    45      1944            8.00           0.69           0.02           2.26           1.72           3.30
1989    45      1943            3.36           0.29           0.01           0.99           0.71           1.36
1989    46      1943            2.73           0.27           0.03           0.85           0.55           1.03
1989    46      1942            2.05           0.22           0.04           0.66           0.40           0.73
1989    47      1942            1.75           0.21           0.06           0.59           0.32           0.56
1989    47      1941            1.65           0.21           0.07           0.57           0.30           0.50
1989    48      1941            1.41           0.21           0.10           0.50           0.24           0.37
1989    48      1940            1.10           0.18           0.10           0.39           0.18           0.26
1989    49      1940            0.94           0.18           0.11           0.33           0.14           0.19
1989    49      1939            0.70           0.14           0.10           0.24           0.10           0.13
1989    50      1939            0.60           0.13           0.11           0.19           0.07           0.09
1989    50      1938            0.41           0.10           0.08           0.13           0.05           0.05
1989    51      1938            0.35           0.09           0.09           0.10           0.04           0.04
1989    51      1937            0.25           0.06           0.06           0.07           0.02           0.02
1989    52      1937            0.21           0.06           0.06           0.06           0.02           0.02
1989    52      1936            0.15           0.04           0.05           0.04           0.01           0.01
1989    53      1936            0.13           0.04           0.04           0.03           0.01           0.01
1989    53      1935            0.09           0.03           0.03           0.02           0.01           0.01
1989    54      1935            0.06           0.02           0.02           0.01           0.00           0.00
1989    54      1934            0.04           0.01           0.01           0.01           0.00           0.00
1989    55+        .            0.01           0.00           0.00           0.00           0.00           0.00
2009    12-        .            0.04           0.04           0.00           0.00           0.00           0.00
2009    13      1996            0.17           0.17           0.00           0.00           0.00           0.00
2009    13      1995            3.87           3.87           0.00           0.00           0.00           0.00
2009    14      1995            9.92           9.92           0.00           0.00           0.00           0.00
2009    14      1994           26.39          26.39           0.00           0.00           0.00           0.00
2009    15      1994           38.61          38.61           0.00           0.00           0.00           0.00
2009    15      1993           81.11          80.59           0.52           0.00           0.00           0.00
2009    16      1993          111.89         108.41           3.48           0.00           0.00           0.00
2009    16      1992          180.37         172.30           8.06           0.00           0.00           0.00
2009    17      1992          229.63         218.70          10.94           0.00           0.00           0.00
2009    17      1991          384.48         357.59          26.28           0.61           0.00           0.00
2009    18      1991          498.52         455.41          38.72           4.39           0.00           0.00
2009    18      1990          765.34         681.87          76.62           6.71           0.14           0.00
2009    19      1990          882.66         776.13          98.38           7.29           0.86           0.00
2009    19      1989         1024.19         872.45         141.24          10.03           0.47           0.00
2009    20      1989         1144.81         959.55         171.76          12.97           0.53           0.00
2009    20      1988         1386.46        1119.63         233.43          30.42           2.86           0.12
2009    21      1988         1523.54        1202.37         272.57          42.58           5.14           0.88
2009    21      1987         1685.99        1263.85         347.23          62.61           9.30           3.00
2009    22      1987         1825.01        1338.15         392.77          77.39          12.70           4.00
2009    22      1986         1950.11        1384.32         434.29         106.07          20.85           4.59
2009    23      1986         2101.89        1468.68         479.71         121.93          26.15           5.41
2009    23      1985         2204.76        1497.51         539.87         124.70          32.48          10.20
2009    24      1985         2380.24        1603.49         593.13         134.30          36.52          12.80
2009    24      1984         2613.95        1760.46         651.02         149.82          39.09          13.56
2009    25      1984         2799.05        1872.54         704.98         163.18          42.91          15.44
2009    25      1983         2963.33        1929.77         773.08         185.09          52.82          22.56
2009    26      1983         3159.67        2023.23         848.92         201.91          59.18          26.44
2009    26      1982         3367.09        2057.27         991.11         221.97          67.16          29.60
2009    27      1982         3494.91        2090.73        1067.89         232.03          71.84          32.40
2009    27      1981         3370.39        1944.39        1096.29         219.34          73.48          36.89
2009    28      1981         3547.61        2004.61        1186.71         236.66          78.52          41.11
2009    28      1980         3632.21        1964.37        1266.72         275.62          79.93          45.57
2009    29      1980         3786.79        1988.63        1363.28         301.38          85.07          48.43
2009    29      1979         3493.20        1696.41        1370.69         297.30          85.84          42.95
2009    30      1979         3584.80        1686.59        1443.31         317.70          91.16          46.05
2009    30      1978         3409.81        1532.21        1396.50         332.18          92.98          55.94
2009    31      1978         3493.19        1518.79        1462.50         354.82          96.02          61.06
2009    31      1977         3160.75        1265.86        1413.46         343.84          81.33          56.26
2009    32      1977         3146.25        1211.14        1436.54         357.16          83.67          57.74
2009    32      1976         2546.13         908.09        1185.59         318.64          83.10          50.71
2009    33      1976         2582.87         882.91        1217.41         339.36          88.90          54.29
2009    33      1975         2142.56         665.10        1040.93         310.55          73.78          52.20
2009    34      1975         2173.44         653.90        1052.07         330.45          81.22          55.80
2009    34      1974         1784.78         517.64         830.63         295.16          93.00          48.35
2009    35      1974         1834.22         522.36         836.37         319.84         103.00          52.65
2009    35      1973         1584.41         439.44         684.94         318.57          87.48          53.97
2009    36      1973         1594.59         428.56         686.06         327.43          93.52          59.03
2009    36      1972         1191.10         291.93         527.41         231.58          87.66          52.52
2009    37      1972         1351.90         322.07         597.59         264.42         105.34          62.48
2009    37      1971         1196.65         276.24         519.24         247.60          97.47          56.09
2009    38      1971         1141.35         258.76         485.76         245.40          94.53          56.91
2009    38      1970          913.68         197.70         367.24         217.48          75.04          56.22
2009    39      1970          832.32         179.30         321.76         203.52          71.96          55.78
2009    39      1969          639.77         139.12         222.71         160.13          67.95          49.86
2009    40      1969          591.23         129.88         200.29         146.87          65.05          49.14
2009    40      1968          459.00         105.86         153.39         108.21          49.48          42.07
2009    41      1968          412.00          91.14         134.61          98.79          45.52          41.93
2009    41      1967          289.67          53.35          86.77          75.62          33.95          39.98
2009    42      1967          255.33          43.65          75.23          67.38          32.05          37.02
2009    42      1966          169.89          25.02          51.67          43.68          26.32          23.19
2009    43      1966          150.11          21.98          41.33          40.32          24.68          21.81
2009    43      1965           99.24          15.32          19.00          31.26          16.12          17.55
2009    44      1965           82.76          12.68          14.00          24.74          14.88          16.45
2009    44      1964           49.75           7.20           6.13          10.85          12.56          13.01
2009    45      1964           40.25           5.80           5.87           9.15           8.44          10.99
2009    45      1963           23.11           2.88           6.82           6.56           2.00           4.86
2009    46      1963           16.89           2.12           5.18           4.44           1.00           4.14
2009    46      1962            7.49           1.04           1.65           1.01           0.00           3.79
2009    47      1962            5.51           0.96           1.35           0.99           0.00           2.21
2009    47      1961            2.63           0.62           0.48           0.98           0.54           0.00
2009    48      1961            2.37           0.38           0.52           1.02           0.46           0.00
2009    48      1960            2.58           0.00           1.64           0.94           0.00           0.00
2009    49      1960            2.42           0.00           1.36           1.06           0.00           0.00
2009    49      1959            1.60           0.00           0.00           0.39           0.59           0.61
2009    50      1959            1.40           0.00           0.00           0.61           0.41           0.39
2009    50      1958            0.93           0.11           0.12           0.70           0.00           0.00
2009    51      1958            0.82           0.14           0.15           0.53           0.00           0.00
2009    51      1957            0.59           0.15           0.16           0.28           0.00           0.00
2009    52      1957            0.52           0.15           0.16           0.21           0.00           0.00
2009    52      1956            0.36           0.13           0.12           0.11           0.00           0.00
2009    53      1956            0.31           0.12           0.11           0.08           0.00           0.00
2009    53      1955            0.20           0.08           0.08           0.04           0.00           0.00
2009    54      1955            0.15           0.06           0.06           0.03           0.00           0.00
2009    54      1954            0.08           0.04           0.03           0.01           0.00           0.00
2009    55+        .            0.03           0.01           0.01           0.00           0.00           0.00
2010    12-        .            0.04           0.04           0.00           0.00           0.00           0.00
2010    13      1997            0.20           0.20           0.00           0.00           0.00           0.00
2010    13      1996            4.67           4.67           0.00           0.00           0.00           0.00
2010    14      1996           11.09          11.09           0.00           0.00           0.00           0.00
2010    14      1995           22.36          22.36           0.00           0.00           0.00           0.00
2010    15      1995           30.64          30.64           0.00           0.00           0.00           0.00
2010    15      1994           83.59          83.09           0.51           0.00           0.00           0.00
2010    16      1994          121.41         117.91           3.49           0.00           0.00           0.00
2010    16      1993          179.44         167.26          12.04           0.14           0.00           0.00
2010    17      1993          225.56         207.74          16.96           0.86           0.00           0.00
2010    17      1992          364.51         337.71          25.74           0.92           0.00           0.15
2010    18      1992          441.49         407.29          32.26           1.08           0.00           0.85
2010    18      1991          590.78         522.08          65.02           3.68           0.00           0.00
2010    19      1991          716.22         617.92          91.98           6.32           0.00           0.00
2010    19      1990          988.18         811.34         162.03          14.31           0.50           0.00
2010    20      1990         1131.82         908.66         198.97          20.69           3.50           0.00
2010    20      1989         1325.68        1043.06         239.33          40.44           2.85           0.00
2010    21      1989         1472.32        1139.94         275.67          53.56           3.15           0.00
2010    21      1988         1612.34        1193.01         343.24          65.50           8.53           2.06
2010    22      1988         1736.66        1261.99         382.76          75.50          12.47           3.94
2010    22      1987         1920.19        1364.37         429.51         101.41          20.74           4.16
2010    23      1987         2079.81        1458.63         474.49         115.59          26.26           4.84
2010    23      1986         2210.77        1503.55         542.01         124.85          33.70           6.65
2010    24      1986         2419.23        1632.45         603.99         136.15          38.30           8.35
2010    24      1985         2675.85        1814.06         666.10         143.57          38.98          13.14
2010    25      1985         2905.15        1952.94         735.90         156.43          43.02          16.86
2010    25      1984         3082.25        1986.99         838.52         176.31          55.30          25.13
2010    26      1984         3265.75        2069.01         910.48         195.69          60.70          29.87
2010    26      1983         3350.74        2064.49         957.10         236.80          58.93          33.43
2010    27      1983         3539.26        2138.51        1042.90         258.20          63.07          36.57
2010    27      1982         3616.33        2073.46        1183.24         249.15          71.95          38.53
2010    28      1982         3740.67        2094.54        1266.76         260.85          77.05          41.47
2010    28      1981         3567.59        1919.48        1250.39         275.51          76.38          45.83
2010    29      1981         3743.41        1963.52        1347.61         298.49          82.62          51.17
2010    29      1980         3743.85        1848.72        1440.73         307.88          89.13          57.39
2010    30      1980         3874.15        1850.28        1535.27         329.12          96.87          62.61
2010    30      1979         3492.85        1551.60        1455.83         324.38          98.92          62.13
2010    31      1979         3567.15        1521.40        1523.17         349.62         107.08          65.87
2010    31      1978         3329.06        1291.91        1484.25         374.19         112.96          65.75
2010    32      1978         3375.94        1262.09        1531.75         397.81         118.04          66.25
2010    32      1977         2918.43        1037.06        1366.08         363.37         101.16          50.76
2010    33      1977         2903.57         998.94        1374.92         375.63         102.84          51.24
2010    33      1976         2387.47         757.84        1149.47         337.84          92.24          50.08
2010    34      1976         2411.53         746.16        1157.53         357.16          96.76          53.92
2010    34      1975         1901.42         576.67         889.46         307.15          81.34          46.81
2010    35      1975         1922.58         567.33         888.54         328.85          86.66          51.19
2010    35      1974         1614.54         438.02         721.23         319.69          82.98          52.62
2010    36      1974         1639.46         427.98         725.77         335.31          91.02          59.38
2010    36      1973         1314.73         316.35         581.70         266.84          89.03          60.80
2010    37      1973         1301.27         308.65         568.30         268.16          91.97          64.20
2010    37      1972          965.17         234.49         406.08         209.33          66.16          49.10
2010    38      1972         1080.83         259.51         445.92         241.67          77.84          55.90
2010    38      1971          912.34         205.58         358.34         219.43          81.75          47.23
2010    39      1971          871.66         193.42         335.66         214.57          80.25          47.77
2010    39      1970          727.26         159.50         271.55         185.77          61.52          48.92
2010    40      1970          657.74         142.50         239.45         167.23          58.48          50.08
2010    40      1969          479.37         101.47         162.57         113.55          52.73          49.05
2010    41      1969          424.63          84.53         139.43         102.45          51.27          46.95
2010    41      1968          291.86          47.18          89.32          79.70          41.71          33.96
2010    42      1968          254.14          39.82          76.68          68.30          39.29          30.04
2010    42      1967          173.83          27.36          52.46          40.80          32.61          20.60
2010    43      1967          150.17          25.64          45.54          35.20          25.39          18.40
2010    43      1966           95.86          21.64          29.56          22.83           9.27          12.56
2010    44      1966           82.14          18.36          23.44          21.17           7.73          11.44
2010    44      1965           50.79           9.10          10.85          17.13           5.43           8.27
2010    45      1965           40.21           6.90           8.15          12.87           5.57           6.73
2010    45      1964           20.98           3.43           3.59           4.40           6.13           3.43
2010    46      1964           17.02           2.57           3.41           3.60           4.87           2.57
2010    46      1963           11.03           1.21           4.27           3.05           1.53           0.97
2010    47      1963            7.97           0.79           3.73           1.95           0.47           1.03
2010    47      1962            2.58           0.00           0.89           0.00           0.00           1.69
2010    48      1962            2.42           0.00           1.11           0.00           0.00           1.31
2010    48      1961            4.09           0.93           2.22           0.93           0.00           0.00
2010    49      1961            3.91           1.07           1.78           1.07           0.00           0.00
2010    49      1960            2.27           0.45           0.50           0.67           0.00           0.65
2010    50      1960            1.73           0.55           0.50           0.33           0.00           0.35
2010    50      1959            0.80           0.51           0.29           0.00           0.00           0.00
2010    51      1959            0.65           0.43           0.22           0.00           0.00           0.00
2010    51      1958            0.43           0.29           0.14           0.00           0.00           0.00
2010    52      1958            0.36           0.25           0.12           0.00           0.00           0.00
2010    52      1957            0.24           0.17           0.07           0.00           0.00           0.00
2010    53      1957            0.21           0.14           0.06           0.00           0.00           0.00
2010    53      1956            0.14           0.09           0.04           0.00           0.00           0.00
2010    54      1956            0.10           0.07           0.03           0.00           0.00           0.00
2010    54      1955            0.06           0.04           0.02           0.00           0.00           0.00
2010    55+        .            0.02           0.01           0.01           0.00           0.00           0.00
2011    12-        .            0.03           0.03           0.00           0.00           0.00           0.00
2011    13      1998            0.15           0.15           0.00           0.00           0.00           0.00
2011    13      1997            3.48           3.48           0.00           0.00           0.00           0.00
2011    14      1997            9.34           9.34           0.00           0.00           0.00           0.00
2011    14      1996           26.79          26.79           0.00           0.00           0.00           0.00
2011    15      1996           38.21          38.21           0.00           0.00           0.00           0.00
2011    15      1995           83.20          82.34           0.85           0.00           0.00           0.00
2011    16      1995          109.80         104.66           5.15           0.00           0.00           0.00
2011    16      1994          164.45         157.21           7.24           0.00           0.00           0.00
2011    17      1994          200.55         191.79           8.76           0.00           0.00           0.00
2011    17      1993          299.87         275.96          22.85           0.76           0.29           0.00
2011    18      1993          370.13         330.04          33.15           5.24           1.71           0.00
2011    18      1992          525.02         461.58          56.00           7.44           0.00           0.00
2011    19      1992          621.98         539.42          74.00           8.56           0.00           0.00
2011    19      1991          756.78         621.21         118.63          15.18           1.63           0.13
2011    20      1991          911.22         729.79         156.37          20.82           3.37           0.87
2011    20      1990         1209.41         940.70         226.44          36.44           5.29           0.53
2011    21      1990         1354.59        1038.30         263.56          45.56           6.71           0.47
2011    21      1989         1451.43        1079.12         303.90          59.11           8.87           0.44
2011    22      1989         1579.57        1157.88         341.10          68.89          11.13           0.56
2011    22      1988         1784.22        1268.73         409.96          83.14          19.78           2.62
2011    23      1988         1940.78        1366.27         451.04          94.86          24.22           4.38
2011    23      1987         2137.60        1498.51         486.09         120.64          25.18           7.19
2011    24      1987         2337.40        1629.49         531.91         137.36          28.82           9.81
2011    24      1986         2567.91        1760.02         595.72         153.00          41.90          17.28
2011    25      1986         2803.09        1897.98         664.28         170.00          49.10          21.72
2011    25      1985         2907.21        1905.09         741.87         186.22          51.43          22.61
2011    26      1985         3093.79        1997.91         817.13         200.78          53.57          24.39
2011    26      1984         3163.15        1988.65         896.42         204.77          47.04          26.27
2011    27      1984         3349.85        2074.35         978.58         218.23          49.96          28.73
2011    27      1983         3481.75        2090.65        1063.57         232.09          62.59          32.85
2011    28      1983         3670.25        2150.35        1161.43         250.91          70.41          37.15
2011    28      1982         3574.54        1946.62        1243.48         263.58          76.36          44.50
2011    29      1982         3685.46        1949.38        1322.52         283.42          80.64          49.50
2011    29      1981         3560.52        1808.41        1317.68         304.71          75.36          54.37
2011    30      1981         3713.48        1827.59        1415.32         332.29          80.64          57.63
2011    30      1980         3534.56        1604.95        1458.37         336.35          86.49          48.41
2011    31      1980         3618.44        1573.05        1538.63         360.65          94.51          51.59
2011    31      1979         3241.85        1272.09        1440.77         366.02         100.01          62.95
2011    32      1979         3274.15        1236.91        1477.23         385.98         105.99          68.05
2011    32      1978         2938.25        1062.93        1350.57         365.92          98.64          60.19
2011    33      1978         2966.75        1040.07        1379.43         383.08         101.36          62.81
2011    33      1977         2617.48         846.83        1250.78         368.21          89.80          61.86
2011    34      1977         2579.52         811.17        1233.22         375.79          93.20          66.14
2011    34      1976         2011.77         606.63         941.41         307.36          90.14          66.23
2011    35      1976         2013.23         597.37         929.59         321.64          94.86          69.77
2011    35      1975         1614.23         471.25         720.81         293.39          75.38          53.40
2011    36      1975         1615.77         460.75         711.19         308.61          79.62          55.60
2011    36      1974         1300.57         346.23         554.39         267.55          79.17          53.24
2011    37      1974         1296.43         331.77         549.61         275.45          82.83          56.76
2011    37      1973          988.71         230.36         424.25         222.05          63.21          48.84
2011    38      1973          991.29         225.64         421.75         226.95          65.79          51.16
2011    38      1972          802.14         179.33         328.63         189.74          60.56          43.86
2011    39      1972          895.86         200.67         361.37         211.26          71.44          51.14
2011    39      1971          707.37         164.00         278.67         158.54          62.05          44.11
2011    40      1971          643.63         146.00         246.33         147.46          59.95          43.89
2011    40      1970          466.36          95.00         161.54         118.75          49.21          41.87
2011    41      1970          408.64          80.00         138.46         106.25          45.79          38.13
2011    41      1969          295.04          54.00          99.95          77.07          38.82          25.20
2011    42      1969          258.96          47.00          86.05          68.93          33.18          23.80
2011    42      1968          176.71          32.24          55.45          49.66          17.32          22.03
2011    43      1968          150.29          27.76          44.55          41.34          15.68          20.97
2011    43      1967           94.12          18.00          22.90          22.86          14.45          15.92
2011    44      1967           81.88          15.00          20.10          19.14          13.55          14.08
2011    44      1966           57.67           9.06          17.31          12.80           9.54           8.96
2011    45      1966           46.33           6.94          12.69          10.20           8.46           8.04
2011    45      1965           21.22           2.76           3.29           4.48           5.14           5.56
2011    46      1965           16.78           2.24           2.71           3.52           3.86           4.44
2011    46      1964           10.44           1.58           2.60           2.19           1.75           2.33
2011    47      1964            8.56           1.42           2.40           1.81           1.25           1.67
2011    47      1963            4.92           1.34           1.72           0.97           0.45           0.44
2011    48      1963            4.08           0.66           1.28           1.03           0.55           0.56
2011    48      1962            2.80           0.00           0.00           0.69           0.69           1.42
2011    49      1962            2.20           0.00           0.00           0.31           0.31           1.58
2011    49      1961            1.13           0.00           0.52           0.00           0.00           0.60
2011    50      1961            0.87           0.00           0.48           0.00           0.00           0.40
2011    50      1960            0.49           0.00           0.20           0.00           0.00           0.29
2011    51      1960            0.41           0.00           0.17           0.00           0.00           0.24
2011    51      1959            0.30           0.00           0.14           0.00           0.00           0.16
2011    52      1959            0.26           0.00           0.13           0.00           0.00           0.13
2011    52      1958            0.17           0.00           0.10           0.00           0.00           0.07
2011    53      1958            0.15           0.00           0.09           0.00           0.00           0.05
2011    53      1957            0.10           0.00           0.07           0.00           0.00           0.03
2011    54      1957            0.07           0.00           0.05           0.00           0.00           0.02
2011    54      1956            0.04           0.00           0.03           0.00           0.00           0.01
2011    55+        .            0.01           0.00           0.01           0.00           0.00           0.00
2012    12-        .            0.04           0.03           0.01           0.00           0.00           0.00
2012    13      1999            0.20           0.15           0.05           0.00           0.00           0.00
2012    13      1998            4.50           4.09           0.41           0.00           0.00           0.00
2012    14      1998           11.26          10.73           0.53           0.00           0.00           0.00
2012    14      1997           24.89          24.89           0.00           0.00           0.00           0.00
2012    15      1997           35.11          35.11           0.00           0.00           0.00           0.00
2012    15      1996           81.91          81.23           0.68           0.00           0.00           0.00
2012    16      1996          107.09         105.77           1.32           0.00           0.00           0.00
2012    16      1995          157.46         154.06           3.39           0.00           0.00           0.00
2012    17      1995          187.55         181.94           5.61           0.00           0.00           0.00
2012    17      1994          281.29         264.44          16.45           0.40           0.00           0.00
2012    18      1994          337.72         308.56          26.55           2.60           0.00           0.00
2012    18      1993          440.25         379.97          56.88           3.14           0.26           0.00
2012    19      1993          531.76         446.05          80.12           3.86           1.74           0.00
2012    19      1992          722.03         593.45         116.28          11.33           0.96           0.00
2012    20      1992          841.98         680.56         142.71          17.67           1.04           0.00
2012    20      1991          903.05         691.43         179.41          29.02           3.07           0.11
2012    21      1991         1048.97         786.59         217.58          38.98           4.93           0.89
2012    21      1990         1345.16         986.10         290.75          57.22           9.15           1.94
2012    22      1990         1505.87        1093.93         330.25          67.78          11.85           2.06
2012    22      1989         1651.70        1182.33         369.38          83.60          15.02           1.38
2012    23      1989         1831.33        1298.71         415.62          96.40          18.98           1.62
2012    23      1988         2086.78        1436.15         495.74         114.72          34.20           5.98
2012    24      1988         2305.26        1572.90         552.26         128.28          42.80           9.02
2012    24      1987         2576.71        1763.15         610.45         144.38          47.91          10.82
2012    25      1987         2825.34        1923.91         675.55         159.62          53.09          13.18
2012    25      1986         2999.85        2002.14         746.71         173.60          57.79          19.61
2012    26      1986         3251.21        2133.93         838.28         192.40          62.21          24.39
2012    26      1985         3274.66        2035.69         942.01         207.54          58.61          30.82
2012    27      1985         3489.41        2121.39        1042.98         227.46          62.39          35.18
2012    27      1984         3444.39        2027.28        1078.79         236.25          66.32          35.75
2012    28      1984         3628.69        2090.80        1171.20         255.75          72.68          38.25
2012    28      1983         3561.50        1947.93        1231.24         264.97          79.75          37.61
2012    29      1983         3747.58        1998.15        1332.76         288.03          86.25          42.39
2012    29      1982         3681.46        1869.59        1364.89         304.14          84.13          58.70
2012    30      1982         3788.62        1861.49        1446.10         328.85          87.87          64.30
2012    30      1981         3494.73        1582.84        1430.69         344.61          84.66          51.92
2012    31      1981         3625.34        1571.23        1528.31         377.39          92.34          56.08
2012    31      1980         3424.05        1339.17        1518.92         391.21         103.64          71.13
2012    32      1980         3485.02        1315.90        1566.09         413.79         111.36          77.87
2012    32      1979         2973.97        1089.55        1338.88         377.60         100.00          67.96
2012    33      1979         2992.09        1060.51        1365.13         389.41         106.00          71.04
2012    33      1978         2699.86         868.22        1292.56         356.07         111.22          71.80
2012    34      1978         2706.19         837.83        1302.45         372.93         117.78          75.20
2012    34      1977         2263.35         657.17        1066.10         366.45         106.82          66.81
2012    35      1977         2231.69         630.86        1042.90         380.55         108.18          69.19
2012    35      1976         1809.42         492.23         834.87         328.31          89.79          64.21
2012    36      1976         1806.62         478.80         825.13         341.69          92.21          68.79
2012    36      1975         1371.67         338.94         609.29         286.34          75.29          61.81
2012    37      1975         1350.36         331.07         591.72         287.66          77.71          62.19
2012    37      1974         1029.81         262.25         440.39         216.91          67.24          43.02
2012    38      1974         1022.21         256.76         431.62         219.09          69.76          44.98
2012    38      1973          792.01         183.46         325.58         179.87          57.14          45.95
2012    39      1973          786.00         178.55         314.42         185.13          58.86          49.05
2012    39      1972          601.84         133.93         222.45         157.13          48.26          40.08
2012    40      1972          656.17         146.08         236.56         171.88          56.74          44.92
2012    40      1971          484.11         111.09         169.85         116.27          52.49          34.40
2012    41      1971          437.90          97.92         149.15         108.73          50.51          31.60
2012    41      1970          322.55          64.91          99.93          95.82          39.40          22.49
2012    42      1970          279.46          53.09          85.07          84.18          34.60          22.51
2012    42      1969          188.10          29.85          56.81          52.20          22.62          26.61
2012    43      1969          165.91          27.15          48.19          44.80          20.38          25.39
2012    43      1968          119.69          25.46          30.79          30.35          16.39          16.71
2012    44      1968           97.31          20.54          24.21          25.65          13.61          13.29
2012    44      1967           51.32           9.23          12.50          16.34           6.91           6.34
2012    45      1967           40.68           6.77           9.50          12.66           6.09           5.66
2012    45      1966           22.46           2.49           4.46           5.46           4.77           5.28
2012    46      1966           18.55           2.51           3.54           4.55           4.23           3.72
2012    46      1965           10.43           3.51           1.55           2.84           2.00           0.53
2012    47      1965            9.57           3.49           1.45           2.16           2.00           0.47
2012    47      1964            9.61           2.54           1.90           1.16           2.93           1.08
2012    48      1964            7.39           2.46           2.10           0.84           1.07           0.92
2012    48      1963            2.39           1.22           1.17           0.00           0.00           0.00
2012    49      1963            1.61           0.78           0.83           0.00           0.00           0.00
2012    49      1962            0.50           0.00           0.00           0.50           0.00           0.00
2012    50      1962            0.50           0.00           0.00           0.50           0.00           0.00
2012    50      1961            1.18           0.05           0.15           0.66           0.00           0.31
2012    51      1961            1.41           0.09           0.23           0.66           0.00           0.44
2012    51      1960            1.40           0.13           0.31           0.52           0.00           0.44
2012    52      1960            1.35           0.15           0.35           0.46           0.00           0.39
2012    52      1959            0.92           0.15           0.30           0.28           0.00           0.19
2012    53      1959            0.78           0.15           0.28           0.22           0.00           0.14
2012    53      1958            0.44           0.11           0.17           0.10           0.00           0.05
2012    54      1958            0.31           0.09           0.13           0.07           0.00           0.03
2012    54      1957            0.16           0.05           0.07           0.03           0.00           0.01
2012    55+        .            0.06           0.02           0.02           0.01           0.00           0.00
