Germany, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Exposure
1975     54       581991.17
1975     55       514467.17
1976     12       652398.70
1976     13       642453.33
1976     14       628982.85
1976     15       618626.13
1976     16       601195.63
1976     17       581592.49
1976     18       561139.76
1976     19       554297.87
1976     20       547091.19
1976     21       547451.04
1976     22       547127.57
1976     23       546459.56
1976     24       546405.06
1976     25       544352.32
1976     26       541828.13
1976     27       517109.15
1976     28       477553.98
1976     29       464736.21
1976     30       386477.38
1976     31       444632.00
1976     32       512777.67
1976     33       510760.17
1976     34       559436.00
1976     35       636753.17
1976     36       654840.33
1976     37       631450.00
1976     38       594609.67
1976     39       575809.67
1976     40       569596.83
1976     41       549216.17
1976     42       485549.00
1976     43       441337.33
1976     44       452741.50
1976     45       478950.17
1976     46       493435.00
1976     47       494015.17
1976     48       490857.17
1976     49       493855.83
1976     50       513843.17
1976     51       517192.00
1976     52       511147.00
1976     53       525811.83
1976     54       557407.17
1976     55       578518.00
1977     12       644255.89
1977     13       653079.94
1977     14       643274.14
1977     15       629990.66
1977     16       619493.61
1977     17       602529.07
1977     18       583574.44
1977     19       563326.00
1977     20       556779.87
1977     21       548362.32
1977     22       548250.34
1977     23       547211.28
1977     24       546054.03
1977     25       545444.52
1977     26       542956.15
1977     27       540203.03
1977     28       515576.06
1977     29       475777.96
1977     30       462736.29
1977     31       384824.65
1977     32       443061.17
1977     33       511212.83
1977     34       509528.67
1977     35       558066.00
1977     36       635430.50
1977     37       653542.17
1977     38       630266.50
1977     39       593431.00
1977     40       574628.50
1977     41       568396.33
1977     42       547928.50
1977     43       484278.67
1977     44       440108.67
1977     45       451497.67
1977     46       477564.00
1977     47       491963.83
1977     48       492337.67
1977     49       489077.00
1977     50       492003.33
1977     51       511636.33
1977     52       514844.17
1977     53       508746.67
1977     54       523084.67
1977     55       554419.67
1978     12       634990.07
1978     13       645519.90
1978     14       654414.10
1978     15       644761.76
1978     16       631328.03
1978     17       621252.06
1978     18       605490.79
1978     19       586604.73
1978     20       566455.11
1978     21       558655.27
1978     22       550017.06
1978     23       549344.91
1978     24       547893.26
1978     25       546081.68
1978     26       544871.64
1978     27       542344.60
1978     28       539498.09
1978     29       514631.22
1978     30       474761.20
1978     31       461659.15
1978     32       383844.66
1978     33       442179.17
1978     34       510553.83
1978     35       508799.33
1978     36       557577.00
